tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order
110N04135,I-395,SOUTHBOUND,12th St/Maine Ave,DC,DISTRICT OF COLUMBIA,20024,38.882565000000,-77.023637000000,38.882560000000,-77.023711000000,0.003977,12
110-04134,I-395,SOUTHBOUND,12th St,DC,DISTRICT OF COLUMBIA,20024,38.882560000000,-77.023711000000,38.881687000000,-77.029432000000,0.324247,13
110-04133,I-395,SOUTHBOUND,Ohio Dr,DC,DISTRICT OF COLUMBIA,20004,38.881687000000,-77.029432000000,38.880059000000,-77.031586000000,0.161502,14
110-04132,I-395,SOUTHBOUND,US-1,DC,DISTRICT OF COLUMBIA,20004,38.879186200000,-77.038693200000,38.879076600000,-77.038920800000,0.014416,15
110N04133,I-395,SOUTHBOUND,Ohio Dr,DC,DISTRICT OF COLUMBIA,20004,38.880059000000,-77.031586000000,38.879076600000,-77.038920800000,0.420191,15
110-04131,I-395,SOUTHBOUND,Memorial Bridge,DC,DISTRICT OF COLUMBIA,,38.879076600000,-77.038920800000,38.878934000000,-77.039169000000,0.016591,16
110N04131,I-395,SOUTHBOUND,Memorial Bridge,DC,DISTRICT OF COLUMBIA,,38.878934000000,-77.039169000000,38.874251000000,-77.043771000000,0.407576,17
110+04303,I-395 HOV,NORTHBOUND,Memorial Bridge,DC,DISTRICT OF COLUMBIA,,38.873061000000,-77.044454000000,38.874045000000,-77.043504000000,0.085070,24
110+04304,I-395 HOV,NORTHBOUND,US-1,DC,DISTRICT OF COLUMBIA,20004,38.873963200000,-77.043583200000,38.878148400000,-77.039538200000,0.361841,25
110P04304,I-395 HOV,NORTHBOUND,US-1,DC,DISTRICT OF COLUMBIA,20004,38.878148400000,-77.039538200000,38.879063000000,-77.036208000000,0.197792,26
110+04305,I-395 HOV,NORTHBOUND,Ohio Dr,DC,DISTRICT OF COLUMBIA,20004,38.879063000000,-77.036208000000,38.879925000000,-77.031540000000,0.267948,27
110-04304,I-395 HOV,SOUTHBOUND,US-1,DC,DISTRICT OF COLUMBIA,20004,38.880043000000,-77.031607000000,38.879242000000,-77.035885000000,0.250797,1
110N04304,I-395 HOV,SOUTHBOUND,US-1,DC,DISTRICT OF COLUMBIA,20004,38.879242000000,-77.035885000000,38.878030000000,-77.039830000000,0.246696,2
110-04303,I-395 HOV,SOUTHBOUND,Memorial Bridge,DC,DISTRICT OF COLUMBIA,,38.878030000000,-77.039830000000,38.874119000000,-77.043607000000,0.338042,3
110-04162,I-66,EASTBOUND,US-50/Arlington Memorial Brg,DC,DISTRICT OF COLUMBIA,,38.893263000000,-77.067318000000,38.891787000000,-77.062592000000,0.293860,65
110-04161,I-66,EASTBOUND,Theodore Roosevelt Memorial Brg,DC,DISTRICT OF COLUMBIA,,38.891787000000,-77.062592000000,38.892910000000,-77.055858000000,0.371224,66
110N04161,I-66,EASTBOUND,Theodore Roosevelt Memorial Brg,DC,DISTRICT OF COLUMBIA,,38.892910000000,-77.055858000000,38.892930000000,-77.055418000000,0.023737,67
110-04160,I-66,EASTBOUND,US-50/Rock Creek and Potomac Pkwy,DC,DISTRICT OF COLUMBIA,20037,38.892930000000,-77.055418000000,38.892838000000,-77.054696000000,0.039459,68
110+04161,I-66,WESTBOUND,Theodore Roosevelt Memorial Brg,DC,DISTRICT OF COLUMBIA,,38.893203000000,-77.055327000000,38.893116000000,-77.055533000000,0.012677,1
110P04161,I-66,WESTBOUND,Theodore Roosevelt Memorial Brg,DC,DISTRICT OF COLUMBIA,,38.893116000000,-77.055533000000,38.893017000000,-77.055906000000,0.021252,2
110+04162,I-66,WESTBOUND,US-50/Arlington Memorial Brg,DC,DISTRICT OF COLUMBIA,,38.893017000000,-77.055906000000,38.891888400000,-77.062565200000,0.367434,3
110+07956,Independence Ave,EASTBOUND,17th St,DC,DISTRICT OF COLUMBIA,20004,38.887021000000,-77.050133000000,38.886926000000,-77.040971000000,0.495132,2
110P07956,Independence Ave,EASTBOUND,17th St,DC,DISTRICT OF COLUMBIA,20004,38.886926000000,-77.040971000000,38.886925000000,-77.037979000000,0.161315,3
110+07957,Independence Ave,EASTBOUND,Maine Ave,DC,DISTRICT OF COLUMBIA,20004,38.886925000000,-77.037979000000,38.886925000000,-77.036866000000,0.060089,4
110+07958,Independence Ave,EASTBOUND,15th St/Raoul Wallenberg Pl,DC,DISTRICT OF COLUMBIA,20004,38.886925000000,-77.036866000000,38.887700000000,-77.033675000000,0.183997,5
110+06677,Independence Ave,EASTBOUND,US-1/14th St,DC,DISTRICT OF COLUMBIA,20004,38.887700000000,-77.033675000000,38.887542000000,-77.032023000000,0.091719,6
110+06678,Independence Ave,EASTBOUND,7th St,DC,DISTRICT OF COLUMBIA,20004,38.887530000000,-77.031893000000,38.887561000000,-77.021959000000,0.536703,8
110+07959,Independence Ave,EASTBOUND,Washington Ave,DC,DISTRICT OF COLUMBIA,20024,38.887563000000,-77.021851000000,38.887564000000,-77.013967000000,0.425286,10
110+07960,Independence Ave,EASTBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20003,38.887565000000,-77.013816000000,38.887234000000,-77.002753000000,0.603007,12
110P07960,Independence Ave,EASTBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20003,38.887234000000,-77.002753000000,38.887340000000,-77.002453000000,0.017834,13
110+07961,Independence Ave,EASTBOUND,6th St,DC,DISTRICT OF COLUMBIA,20003,38.887340000000,-77.002453000000,38.887595000000,-76.998464000000,0.221156,14
110+06679,Independence Ave,EASTBOUND,North Carolina Ave,DC,DISTRICT OF COLUMBIA,20003,38.887595000000,-76.998464000000,38.887578000000,-76.995725000000,0.147645,15
110+07962,Independence Ave,EASTBOUND,Massachusetts Ave,DC,DISTRICT OF COLUMBIA,20003,38.887578000000,-76.995725000000,38.887575000000,-76.984869000000,0.585359,16
110P07962,Independence Ave,EASTBOUND,Massachusetts Ave,DC,DISTRICT OF COLUMBIA,20003,38.887575000000,-76.984869000000,38.887578000000,-76.984536000000,0.017958,17
110+06680,Independence Ave,EASTBOUND,22nd St,DC,DISTRICT OF COLUMBIA,20003,38.887578000000,-76.984536000000,38.888108000000,-76.971372000000,0.719519,18
110-06676,Independence Ave,WESTBOUND,23rd St/Ohio Dr,DC,DISTRICT OF COLUMBIA,20037,38.887917000000,-77.040303000000,38.887231000000,-77.050156000000,0.545651,2
110N07956,Independence Ave,WESTBOUND,17th St,DC,DISTRICT OF COLUMBIA,20004,38.887941000000,-77.038715000000,38.887917000000,-77.040303000000,0.086872,3
110-07956,Independence Ave,WESTBOUND,17th St,DC,DISTRICT OF COLUMBIA,20004,38.887723000000,-77.037816000000,38.887941000000,-77.038715000000,0.050706,4
110-07957,Independence Ave,WESTBOUND,Maine Ave,DC,DISTRICT OF COLUMBIA,20004,38.887838000000,-77.033663000000,38.887723000000,-77.037816000000,0.228737,5
110-07958,Independence Ave,WESTBOUND,15th St/Raoul Wallenberg Pl,DC,DISTRICT OF COLUMBIA,20004,38.887651000000,-77.032018000000,38.887838000000,-77.033663000000,0.090849,6
110-06677,Independence Ave,WESTBOUND,US-1/14th St,DC,DISTRICT OF COLUMBIA,20004,38.887561000000,-77.021959000000,38.887644000000,-77.031899000000,0.537076,7
110-06678,Independence Ave,WESTBOUND,7th St,DC,DISTRICT OF COLUMBIA,20004,38.887564000000,-77.013967000000,38.887563000000,-77.021851000000,0.425286,10
110-07959,Independence Ave,WESTBOUND,Washington Ave,DC,DISTRICT OF COLUMBIA,20024,38.887654000000,-77.003504000000,38.887565000000,-77.013816000000,0.556774,11
110N07960,Independence Ave,WESTBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20003,38.887577000000,-77.002901000000,38.887654000000,-77.003504000000,0.033493,13
110-07960,Independence Ave,WESTBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20003,38.887595000000,-77.002031000000,38.887577000000,-77.002901000000,0.047164,14
110P12245,Irving St,EASTBOUND,Michigan Ave,DC,DISTRICT OF COLUMBIA,20017,38.930575000000,-77.003154000000,38.930320000000,-77.002719000000,0.029703,1
110+12245,Irving St,EASTBOUND,Michigan Ave,DC,DISTRICT OF COLUMBIA,20017,38.930930000000,-77.003468000000,38.930575000000,-77.003154000000,0.029765,2
110P12244,Irving St,EASTBOUND,N Capitol St NW,DC,DISTRICT OF COLUMBIA,20011,38.931163000000,-77.009681000000,38.930930000000,-77.003468000000,0.347052,3
110+12244,Irving St,EASTBOUND,N Capitol St NW,DC,DISTRICT OF COLUMBIA,20011,38.931157000000,-77.012081000000,38.931163000000,-77.009681000000,0.129375,4
110+12243,Irving St,EASTBOUND,1st St,DC,DISTRICT OF COLUMBIA,20010,38.929614000000,-77.018044000000,38.931161000000,-77.012217000000,0.354882,5
110+12242,Irving St,EASTBOUND,Park Pl,DC,DISTRICT OF COLUMBIA,20010,38.929039000000,-77.023215000000,38.929614000000,-77.018044000000,0.282675,7
110+12241,Irving St,EASTBOUND,US-29/Georgia Ave,DC,DISTRICT OF COLUMBIA,20010,38.928834000000,-77.026203000000,38.929039000000,-77.023215000000,0.162620,8
110+12240,Irving St,EASTBOUND,Sherman Ave,DC,DISTRICT OF COLUMBIA,20010,38.928814000000,-77.032665000000,38.928826000000,-77.026284000000,0.347860,10
110+12239,Irving St,EASTBOUND,14th St,DC,DISTRICT OF COLUMBIA,20010,38.928676000000,-77.036169000000,38.928814000000,-77.032665000000,0.189216,11
110+12238,Irving St,EASTBOUND,16th St/15th St,DC,DISTRICT OF COLUMBIA,20010,38.929657000000,-77.044048000000,38.928690000000,-77.036474000000,0.431873,12
110P12238,Irving St,EASTBOUND,16th St/15th St,DC,DISTRICT OF COLUMBIA,20010,38.928690000000,-77.036474000000,38.928676000000,-77.036169000000,0.016467,13
110-12242,Irving St,WESTBOUND,Park Pl,DC,DISTRICT OF COLUMBIA,20010,38.931319000000,-77.012216000000,38.929793000000,-77.017067000000,0.305729,2
110-12243,Irving St,WESTBOUND,1st St,DC,DISTRICT OF COLUMBIA,20010,38.931307000000,-77.009739000000,38.931307000000,-77.010801000000,0.057231,3
110N12243,Irving St,WESTBOUND,1st St,DC,DISTRICT OF COLUMBIA,20010,38.931307000000,-77.010801000000,38.931319000000,-77.012216000000,0.076308,4
110N12244,Irving St,WESTBOUND,N Capitol St NW,DC,DISTRICT OF COLUMBIA,20011,38.931445000000,-77.004079000000,38.931307000000,-77.009739000000,0.307096,5
110-12244,Irving St,WESTBOUND,N Capitol St NW,DC,DISTRICT OF COLUMBIA,20011,38.930710000000,-77.002773000000,38.931445000000,-77.004079000000,0.087058,6
110N12245,Irving St,WESTBOUND,Michigan Ave,DC,DISTRICT OF COLUMBIA,20017,38.930788000000,-77.001829000000,38.930710000000,-77.002773000000,0.053440,7
110+13345,Kansas Ave,NORTHBOUND,Georgia Ave,DC,DISTRICT OF COLUMBIA,20011,38.936367000000,-77.030077000000,38.942272000000,-77.025619000000,0.472948,1
110+13346,Kansas Ave,NORTHBOUND,7th St/Crittenden St/Sherman Cir,DC,DISTRICT OF COLUMBIA,20011,38.942272000000,-77.025619000000,38.946881000000,-77.022201000000,0.367434,2
110P13346,Kansas Ave,NORTHBOUND,7th St/Crittenden St/Sherman Cir,DC,DISTRICT OF COLUMBIA,20011,38.946881000000,-77.022201000000,38.947824000000,-77.021522000000,0.117445,3
110+13347,Kansas Ave,NORTHBOUND,5th St,DC,DISTRICT OF COLUMBIA,20011,38.947824000000,-77.021522000000,38.950405000000,-77.019604000000,0.205870,4
110+13348,Kansas Ave,NORTHBOUND,Missouri Ave,DC,DISTRICT OF COLUMBIA,20011,38.950405000000,-77.019604000000,38.956646000000,-77.014922000000,0.500165,5
110+13349,Kansas Ave,NORTHBOUND,Blair Rd/North Dakota Ave,DC,DISTRICT OF COLUMBIA,20011,38.956701000000,-77.014881000000,38.962282000000,-77.010702000000,0.447159,7
110-13349,Kansas Ave,SOUTHBOUND,Blair Rd/North Dakota Ave,DC,DISTRICT OF COLUMBIA,20011,38.968519000000,-77.006100000000,38.962440000000,-77.010708000000,0.487861,1
110-13348,Kansas Ave,SOUTHBOUND,Missouri Ave,DC,DISTRICT OF COLUMBIA,20011,38.962364000000,-77.010768000000,38.956724000000,-77.014947000000,0.451012,3
110-13347,Kansas Ave,SOUTHBOUND,5th St,DC,DISTRICT OF COLUMBIA,20011,38.956667000000,-77.014987000000,38.950405000000,-77.019604000000,0.499419,5
110-13346,Kansas Ave,SOUTHBOUND,7th St/Crittenden St/Sherman Cir,DC,DISTRICT OF COLUMBIA,20011,38.950405000000,-77.019604000000,38.947824000000,-77.021522000000,0.205870,6
110N13346,Kansas Ave,SOUTHBOUND,7th St/Crittenden St/Sherman Cir,DC,DISTRICT OF COLUMBIA,20011,38.947824000000,-77.021522000000,38.946881000000,-77.022201000000,0.119620,7
110-13345,Kansas Ave,SOUTHBOUND,Georgia Ave,DC,DISTRICT OF COLUMBIA,20011,38.946881000000,-77.022201000000,38.942272000000,-77.025619000000,0.367434,8
110-13344,Kansas Ave,SOUTHBOUND,Spring Rd,DC,DISTRICT OF COLUMBIA,20010,38.942272000000,-77.025619000000,38.936367000000,-77.030077000000,0.472948,9
110+13350,Kansas Ln,NORTHBOUND,Eastern Ave,DC,DISTRICT OF COLUMBIA,20012,38.962360000000,-77.010642000000,38.968519000000,-77.006100000000,0.490844,9
110P13666,Kentucky Ave,NORTHBOUND,Independence Ave/13th St,DC,DISTRICT OF COLUMBIA,20003,38.887334000000,-76.988116000000,38.887571000000,-76.988280000000,0.018580,1
110+13667,Kentucky Ave,NORTHBOUND,E Capitol St SE,DC,DISTRICT OF COLUMBIA,20002,38.887571000000,-76.988280000000,38.889215000000,-76.989808000000,0.141431,2
110+13666,Kentucky Ave,NORTHBOUND,Independence Ave/13th St,DC,DISTRICT OF COLUMBIA,20003,38.885343000000,-76.986541000000,38.887334000000,-76.988116000000,0.162434,3
110+13665,Kentucky Ave,NORTHBOUND,C St,DC,DISTRICT OF COLUMBIA,20003,38.881271000000,-76.983156000000,38.885343000000,-76.986541000000,0.334997,4
110+13664,Kentucky Ave,NORTHBOUND,Potomac Ave/G St,DC,DISTRICT OF COLUMBIA,20003,38.879138000000,-76.981370000000,38.881271000000,-76.983156000000,0.175980,5
110-13666,Kentucky Ave,SOUTHBOUND,Independence Ave/13th St,DC,DISTRICT OF COLUMBIA,20003,38.889215000000,-76.989808000000,38.887571000000,-76.988506000000,0.133974,1
110N13666,Kentucky Ave,SOUTHBOUND,Independence Ave/13th St,DC,DISTRICT OF COLUMBIA,20003,38.887571000000,-76.988506000000,38.887240000000,-76.988252000000,0.026596,2
110-13665,Kentucky Ave,SOUTHBOUND,C St,DC,DISTRICT OF COLUMBIA,20003,38.887240000000,-76.988252000000,38.885343000000,-76.986541000000,0.161005,3
110-13664,Kentucky Ave,SOUTHBOUND,Potomac Ave/G St,DC,DISTRICT OF COLUMBIA,20003,38.885343000000,-76.986541000000,38.881828000000,-76.983623000000,0.289075,4
110P06546,K St,EASTBOUND,27th St,DC,DISTRICT OF COLUMBIA,20037,38.902402000000,-77.056288000000,38.902404000000,-77.056071000000,0.011682,1
110+08011,K St,EASTBOUND,7th St,DC,DISTRICT OF COLUMBIA,20001,38.902517000000,-77.024008000000,38.902096000000,-77.021907000000,0.142301,9
110P08011,K St,EASTBOUND,7th St,DC,DISTRICT OF COLUMBIA,20001,38.902096000000,-77.021907000000,38.902501000000,-77.021898000000,0.027963,10
110+07980,K St,EASTBOUND,N Capitol St NW,DC,DISTRICT OF COLUMBIA,20001,38.902501000000,-77.021898000000,38.902522000000,-77.009110000000,0.689443,11
110+06549,K St,EASTBOUND,Florida Ave/12th St,DC,DISTRICT OF COLUMBIA,20002,38.902523000000,-77.008993000000,38.902517000000,-76.990753000000,0.983366,13
110P06549,K St,EASTBOUND,Florida Ave/12th St,DC,DISTRICT OF COLUMBIA,20002,38.902517000000,-76.990753000000,38.902480000000,-76.989555000000,0.065247,14
110N06549,K St,WESTBOUND,Florida Ave/12th St,DC,DISTRICT OF COLUMBIA,20002,38.902738000000,-76.990175000000,38.902517000000,-76.990753000000,0.036476,1
110-07980,K St,WESTBOUND,N Capitol St NW,DC,DISTRICT OF COLUMBIA,20001,38.902517000000,-76.990753000000,38.902523000000,-77.008993000000,0.983366,2
110-08011,K St,WESTBOUND,7th St,DC,DISTRICT OF COLUMBIA,20001,38.902522000000,-77.009110000000,38.902501000000,-77.021898000000,0.689443,4
110-06546,K St,WESTBOUND,27th St,DC,DISTRICT OF COLUMBIA,20037,38.902533000000,-77.050785000000,38.902631000000,-77.056036000000,0.283483,12
110N06546,K St,WESTBOUND,27th St,DC,DISTRICT OF COLUMBIA,20037,38.902631000000,-77.056036000000,38.902632000000,-77.056273000000,0.012801,13
110+10283,K St NW Frontage,EASTBOUND,Pennsylvania Ave/23rd St,DC,DISTRICT OF COLUMBIA,20037,38.902399800000,-77.053300600000,38.902376000000,-77.050759000000,0.137019,1
110P10283,K St NW Frontage,EASTBOUND,Pennsylvania Ave/23rd St,DC,DISTRICT OF COLUMBIA,20037,38.902376000000,-77.050759000000,38.902365000000,-77.049258000000,0.101537,2
110+10284,K St NW Frontage,EASTBOUND,Connecticut Ave/17th St,DC,DISTRICT OF COLUMBIA,20006,38.902365000000,-77.049258000000,38.902524000000,-77.039516000000,0.528376,3
110P10284,K St NW Frontage,EASTBOUND,Connecticut Ave/17th St,DC,DISTRICT OF COLUMBIA,20006,38.902524000000,-77.039516000000,38.902518000000,-77.038459000000,0.056982,4
110+10285,K St NW Frontage,EASTBOUND,Vermont Ave/15th St,DC,DISTRICT OF COLUMBIA,20005,38.902518000000,-77.038459000000,38.902498000000,-77.034573000000,0.223269,5
110P10285,K St NW Frontage,EASTBOUND,Vermont Ave/15th St,DC,DISTRICT OF COLUMBIA,20005,38.902498000000,-77.034573000000,38.902528000000,-77.033698000000,0.047226,6
110+10286,K St NW Frontage,EASTBOUND,14th St,DC,DISTRICT OF COLUMBIA,20005,38.902528000000,-77.033698000000,38.902534000000,-77.031945000000,0.100418,7
110+10287,K St NW Frontage,EASTBOUND,12th St,DC,DISTRICT OF COLUMBIA,20005,38.902534000000,-77.031945000000,38.902443000000,-77.028090000000,0.212270,8
110-10286,K St NW Frontage,WESTBOUND,14th St,DC,DISTRICT OF COLUMBIA,20005,38.902512000000,-77.028088000000,38.902604000000,-77.031942000000,0.211400,1
110-10285,K St NW Frontage,WESTBOUND,Vermont Ave/15th St,DC,DISTRICT OF COLUMBIA,20005,38.902604000000,-77.031942000000,38.902598000000,-77.033687000000,0.094080,2
110N10285,K St NW Frontage,WESTBOUND,Vermont Ave/15th St,DC,DISTRICT OF COLUMBIA,20005,38.902598000000,-77.033687000000,38.902598000000,-77.034574000000,0.047786,3
110-10284,K St NW Frontage,WESTBOUND,Connecticut Ave/17th St,DC,DISTRICT OF COLUMBIA,20006,38.902598000000,-77.034574000000,38.902619000000,-77.038458000000,0.209474,4
110N10284,K St NW Frontage,WESTBOUND,Connecticut Ave/17th St,DC,DISTRICT OF COLUMBIA,20006,38.902619000000,-77.038458000000,38.902616000000,-77.039513000000,0.056920,5
110-10283,K St NW Frontage,WESTBOUND,Pennsylvania Ave/23rd St,DC,DISTRICT OF COLUMBIA,20037,38.902616000000,-77.039513000000,38.902737000000,-77.049489000000,0.539065,6
110N10283,K St NW Frontage,WESTBOUND,Pennsylvania Ave/23rd St,DC,DISTRICT OF COLUMBIA,20037,38.902737000000,-77.049489000000,38.902704000000,-77.050960000000,0.097808,7
110-10282,K St NW Frontage,WESTBOUND,25th St,DC,DISTRICT OF COLUMBIA,20037,38.902704000000,-77.050960000000,38.902645000000,-77.053305000000,0.126766,8
110+13302,Loughboro Rd,EASTBOUND,Indian Ln/Chain Bridge Rd,DC,DISTRICT OF COLUMBIA,20016,38.932571000000,-77.097103000000,38.932621000000,-77.093275000000,0.209225,1
110+13301,Loughboro Rd,EASTBOUND,Arizona Ave,DC,DISTRICT OF COLUMBIA,20016,38.935764000000,-77.106415000000,38.932571000000,-77.097103000000,0.584924,2
110P13300,Loughboro Rd,EASTBOUND,Dalecarlia Pkwy,DC,DISTRICT OF COLUMBIA,20016,38.935750000000,-77.107303000000,38.935764000000,-77.106415000000,0.047848,3
110+13300,Loughboro Rd,EASTBOUND,Dalecarlia Pkwy,DC,DISTRICT OF COLUMBIA,20016,38.935708000000,-77.111514000000,38.935750000000,-77.107303000000,0.226997,4
110P13299,Loughboro Rd,EASTBOUND,Macarthur Blvd,DC,DISTRICT OF COLUMBIA,20016,38.935707000000,-77.111736000000,38.935708000000,-77.111514000000,0.011993,5
110N13299,Loughboro Rd,WESTBOUND,Macarthur Blvd,DC,DISTRICT OF COLUMBIA,20016,38.935708000000,-77.111514000000,38.935707000000,-77.111736000000,0.011993,1
110-13299,Loughboro Rd,WESTBOUND,Macarthur Blvd,DC,DISTRICT OF COLUMBIA,20016,38.935750000000,-77.107303000000,38.935708000000,-77.111514000000,0.226997,2
110N13300,Loughboro Rd,WESTBOUND,Dalecarlia Pkwy,DC,DISTRICT OF COLUMBIA,20016,38.935764000000,-77.106415000000,38.935750000000,-77.107303000000,0.047848,3
110-13300,Loughboro Rd,WESTBOUND,Dalecarlia Pkwy,DC,DISTRICT OF COLUMBIA,20016,38.932571000000,-77.097103000000,38.935764000000,-77.106415000000,0.584924,4
110-13301,Loughboro Rd,WESTBOUND,Arizona Ave,DC,DISTRICT OF COLUMBIA,20016,38.932621000000,-77.093275000000,38.932571000000,-77.097103000000,0.209225,5
110+10304,Louisiana Ave,NORTHBOUND,N Capitol St NW,DC,DISTRICT OF COLUMBIA,20001,38.892121000000,-77.013135000000,38.895122000000,-77.009041000000,0.302870,2
110+10305,Louisiana Ave,NORTHBOUND,Columbus Cir,DC,DISTRICT OF COLUMBIA,20002,38.895122000000,-77.009041000000,38.896038000000,-77.007287000000,0.119060,3
110-10303,Louisiana Ave,SOUTHBOUND,Constitution Ave,DC,DISTRICT OF COLUMBIA,20001,38.895122000000,-77.009041000000,38.892121000000,-77.013135000000,0.302870,2
110-10304,Louisiana Ave,SOUTHBOUND,N Capitol St NW,DC,DISTRICT OF COLUMBIA,20001,38.896231000000,-77.007545000000,38.895122000000,-77.009041000000,0.111914,3
110-07988,L St,EASTBOUND,7th St,DC,DISTRICT OF COLUMBIA,20001,38.904162000000,-77.023985000000,38.904161000000,-77.021913000000,0.111666,1
110+10293,L St,EASTBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20037,38.903734000000,-77.054749000000,38.903836000000,-77.053801000000,0.054435,1
110-07987,L St,EASTBOUND,US-1 Alt/6th St,DC,DISTRICT OF COLUMBIA,20001,38.904161000000,-77.021913000000,38.904173000000,-77.019904000000,0.108310,2
110P10293,L St,EASTBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20037,38.903836000000,-77.053801000000,38.903676000000,-77.053316000000,0.028336,2
110+10294,L St,EASTBOUND,New Hampshire Ave,DC,DISTRICT OF COLUMBIA,20037,38.903676000000,-77.053316000000,38.903736000000,-77.048982000000,0.234579,3
110+10295,L St,EASTBOUND,Connecticut Ave,DC,DISTRICT OF COLUMBIA,20036,38.903736000000,-77.048982000000,38.903730000000,-77.040055000000,0.481274,4
110+10296,L St,EASTBOUND,Vermont Ave,DC,DISTRICT OF COLUMBIA,20005,38.903728000000,-77.039877000000,38.903707000000,-77.033065000000,0.367185,6
110+10297,L St,EASTBOUND,14th St,DC,DISTRICT OF COLUMBIA,20005,38.903707000000,-77.033065000000,38.903714000000,-77.031933000000,0.061084,7
110+10298,L St,EASTBOUND,Massachusetts Ave,DC,DISTRICT OF COLUMBIA,20001,38.903714000000,-77.031933000000,38.903649000000,-77.026140000000,0.312502,8
110+07987,L St,WESTBOUND,US-1 Alt/6th St,DC,DISTRICT OF COLUMBIA,20001,38.904203000000,-77.018260000000,38.904173000000,-77.019904000000,0.088674,1
110N10293,L St,WESTBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20037,38.903676000000,-77.053316000000,38.903836000000,-77.053801000000,0.028336,1
110-10292,L St,WESTBOUND,Rock Creek and Potomac Pkwy,DC,DISTRICT OF COLUMBIA,20037,38.903836000000,-77.053801000000,38.903734000000,-77.054749000000,0.054435,2
110+07988,L St,WESTBOUND,7th St,DC,DISTRICT OF COLUMBIA,20001,38.904173000000,-77.019904000000,38.904161000000,-77.021913000000,0.108310,2
110+07450,L St,WESTBOUND,Massachusetts Ave,DC,DISTRICT OF COLUMBIA,20005,38.904161000000,-77.021913000000,38.904179000000,-77.027641000000,0.308774,3
110-10317,Macarthur Blvd,EASTBOUND,Arizona Ave,DC,DISTRICT OF COLUMBIA,20016,38.940225000000,-77.112559000000,38.927329000000,-77.104136000000,1.040907,1
110-10316,Macarthur Blvd,EASTBOUND,Reservoir Rd/Whitehaven Pkwy,DC,DISTRICT OF COLUMBIA,20007,38.927329000000,-77.104136000000,38.915790000000,-77.094978000000,0.975784,2
110N10316,Macarthur Blvd,EASTBOUND,Reservoir Rd/Whitehaven Pkwy,DC,DISTRICT OF COLUMBIA,20007,38.915790000000,-77.094978000000,38.914537000000,-77.092822000000,0.147707,3
110-10315,Macarthur Blvd,EASTBOUND,Foxhall Rd,DC,DISTRICT OF COLUMBIA,20007,38.914537000000,-77.092822000000,38.906789000000,-77.081423000000,0.840692,4
110N10315,Macarthur Blvd,EASTBOUND,Foxhall Rd,DC,DISTRICT OF COLUMBIA,20007,38.906789000000,-77.081423000000,38.906633000000,-77.080972000000,0.026658,5
110-10319,Macarthur Blvd,EASTBOUND,Sangamore Rd,DC,DISTRICT OF COLUMBIA,20016,38.958626000000,-77.130912000000,38.944385000000,-77.117013000000,1.293693,10
110N10319,Macarthur Blvd,EASTBOUND,Sangamore Rd,DC,DISTRICT OF COLUMBIA,20016,38.944385000000,-77.117013000000,38.944007000000,-77.116395000000,0.042317,11
110P10315,Macarthur Blvd,WESTBOUND,Foxhall Rd,DC,DISTRICT OF COLUMBIA,20007,38.906900000000,-77.081059000000,38.906901000000,-77.081553000000,0.027217,1
110+10316,Macarthur Blvd,WESTBOUND,Reservoir Rd/Whitehaven Pkwy,DC,DISTRICT OF COLUMBIA,20007,38.906901000000,-77.081553000000,38.914537000000,-77.092822000000,0.830377,2
110+10319,Macarthur Blvd,WESTBOUND,Sangamore Rd,DC,DISTRICT OF COLUMBIA,20016,38.940045000000,-77.112502000000,38.944007000000,-77.116395000000,0.361406,2
110P10316,Macarthur Blvd,WESTBOUND,Reservoir Rd/Whitehaven Pkwy,DC,DISTRICT OF COLUMBIA,20007,38.914537000000,-77.092822000000,38.915873000000,-77.094859000000,0.156531,3
110P10319,Macarthur Blvd,WESTBOUND,Sangamore Rd,DC,DISTRICT OF COLUMBIA,20016,38.944007000000,-77.116395000000,38.944385000000,-77.117013000000,0.042317,3
110+10317,Macarthur Blvd,WESTBOUND,Arizona Ave,DC,DISTRICT OF COLUMBIA,20016,38.915873000000,-77.094859000000,38.927380000000,-77.103966000000,0.971248,4
110N10329,Maine Ave,EASTBOUND,Independence Ave,DC,DISTRICT OF COLUMBIA,20004,38.886925000000,-77.036866000000,38.885031000000,-77.034438000000,0.197481,1
110-10328,Maine Ave,EASTBOUND,US-1/West Basin Dr,DC,DISTRICT OF COLUMBIA,20004,38.885031000000,-77.034438000000,38.884052000000,-77.033322000000,0.090849,2
110N10328,Maine Ave,EASTBOUND,US-1/West Basin Dr,DC,DISTRICT OF COLUMBIA,20004,38.884052000000,-77.033322000000,38.883288000000,-77.031821000000,0.096814,3
110-10941,Maine Ave,EASTBOUND,I-395/12th St/Southwest Fwy,DC,DISTRICT OF COLUMBIA,20024,38.883288000000,-77.031821000000,38.883000000000,-77.031340000000,0.032686,4
